id,event_id,episode_id,sid,task_id,task_instruction,object_label,window,reference_ready,setting,image,prompt_text_sha256
habit_test_00098,000157_01,000157,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00098.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00099,000157_02,000157,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00099.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00100,000157_02,000157,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00100.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00101,000158_01,000158,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00101.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00102,000158_01,000158,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00102.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00103,000158_02,000158,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00103.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00104,000158_02,000158,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00104.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00105,000159_01,000159,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00105.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00106,000159_01,000159,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00106.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00107,000159_02,000159,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00107.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00108,000159_02,000159,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00108.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00109,000160_01,000160,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00109.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00110,000160_01,000160,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00110.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00111,000160_02,000160,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00111.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00112,000160_02,000160,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00112.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00113,000161_01,000161,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00113.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00114,000161_01,000161,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00114.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00115,000161_02,000161,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00115.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00116,000161_02,000161,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00116.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00117,000163_01,000163,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00117.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00118,000163_01,000163,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00118.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00119,000163_02,000163,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00119.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00120,000163_02,000163,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00120.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00121,000165_01,000165,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00121.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00122,000165_01,000165,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00122.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00123,000165_02,000165,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00123.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00124,000165_02,000165,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00124.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00125,000166_01,000166,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00125.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00126,000166_01,000166,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00126.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00127,000166_02,000166,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00127.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00128,000166_02,000166,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00128.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00129,000167_01,000167,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00129.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00130,000167_01,000167,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00130.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00131,000167_02,000167,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00131.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
